99	935	783	325	121	155	743	953	251	796	814	
100	97	823	705	287	134	980	891	683	475	820	
101	151	653	911	688	682	696	960	508	154	178	
102	817	869	701	186	85	373	60	886	833	484	
103	598	87	796	463	245	756	97	534	640	464	
104	281	400	68	189	153	973	437	866	800	44	
105	279	535	404	555	666	601	767	459	402	651	
106	86	874	837	961	917	751	126	669	69	405	
107	158	683	843	639	710	679	287	298	257	988	
108	427	163	944	527	975	553	648	407	508	539	
109	810	713	698	337	910	681	839	503	399	699	
110	522	588	826	194	29	458	389	499	21	947	
111	48	738	723	675	372	935	355	203	965	317	
112	120	220	274	584	641	728	162	886	211	500	
113	882	24	673	959	923	651	147	753	185	376	
114	125	693	185	332	542	891	606	343	64	812	
115	445	746	122	237	754	523	564	372	720	899	
116	528	209	34	520	862	440	255	794	141	937	
117	10	258	198	228	782	346	500	692	185	58	
118	178	607	837	949	440	36	104	681	997	40	
119	16	388	684	91	557	159	771	21	364	525	
120	465	162	255	647	772	816	816	973	474	538	
121	823	475	162	330	358	390	330	549	792	677	
122	286	951	618	220	11	961	166	905	374	615	
123	612	240	839	41	611	511	832	59	223	959	
124	795	872	584	530	89	303	573	599	503	655	
125	26	410	467	973	786	113	551	208	901	858	
126	478	205	393	503	305	900	159	182	678	873	
127	828	630	319	733	25	387	171	197	74	322	
128	337	92	605	880	583	111	710	879	975	848	
129	540	966	287	889	421	681	803	569	812	602	
130	917	277	172	509	510	327	814	636	242	561	
131	486	632	289	964	9	503	261	175	838	456	
132	270	574	550	260	832	806	941	113	313	319	
133	107	441	686	453	69	815	690	952	797	877	
134	930	895	428	576	189	471	318	702	558	685	
135	387	18	314	65	328	102	937	276	11	118	
136	649	10	776	534	178	824	365	170	109	260	
137	223	718	185	245	638	198	740	295	289	867	
138	267	954	989	890	464	937	908	871	243	63	
139	371	287	736	127	428	69	515	454	852	590	
140	689	249	451	119	679	828	701	721	364	423	
141	784	910	245	67	370	878	543	737	795	508	
142	517	860	895	610	741	141	708	404	355	303	
143	444	666	688	995	736	827	68	73	590	21	
144	264	630	74	290	705	291	139	762	900	848	
145	330	710	569	867	483	669	689	568	578	725	
146	982	627	487	318	178	942	405	910	193	949	
147	423	473	464	756	439	960	543	571	904	413	
148	768	255	943	664	541	300	697	540	303	972	
149	368	307	139	891	925	322	504	284	971	443	
150	801	943	386	119	342	650	42	885	762	756	
151	784	855	808	931	111	764	790	988	277	117	
152	605	246	17	720	266	728	856	8	292	468	
153	256	605	647	555	729	496	94	562	161	807	
154	611	820	448	315	8	851	577	925	260	582	
155	710	157	306	323	390	410	528	775	29	737	
156	842	613	210	306	747	140	183	835	610	959	
157	27	33	667	912	814	813	721	297	502	961	
158	485	123	860	816	524	489	318	347	358	770	
159	661	810	191	256	605	598	181	613	598	226	
160	964	753	147	692	543	840	864	752	999	304	
161	433	112	527	922	536	164	9	311	674	416	
162	455	559	679	157	341	586	277	154	915	271	
163	565	650	176	334	821	705	918	181	228	846	
164	963	122	470	923	672	101	411	906	679	301	
165	860	72	931	91	700	656	461	355	534	792	
166	317	275	511	592	362	500	885	242	335	729	
167	69	527	281	752	377	725	396	968	266	116	
168	197	718	881	551	43	358	557	784	683	524	
169	85	27	637	872	344	561	96	24	397	93	
170	97	541	272	805	817	738	535	142	715	258	
171	429	253	341	448	31	529	470	757	302	706	
172	922	265	212	504	176	940	631	988	489	950	
173	748	50	978	649	506	411	113	652	830	76	
174	174	140	353	195	247	818	317	708	726	540	
175	163	77	916	376	326	363	369	850	977	441	
176	236	254	406	453	530	331	268	538	366	746	
177	152	227	582	647	266	543	899	500	641	687	
178	96	47	30	611	996	84	623	530	860	627	
179	531	563	585	151	371	792	396	467	342	525	
180	28	690	645	146	425	6	318	603	87	247	
181	200	834	875	585	259	449	69	833	402	725	
182	496	981	893	211	700	289	55	776	877	682	
183	225	224	617	748	191	639	485	696	532	242	
184	253	109	947	190	977	340	12	983	614	32	
185	992	135	382	637	709	860	173	262	181	682	
186	893	293	640	556	491	636	76	648	681	821	
187	221	310	796	231	246	124	48	480	780	578	
188	952	509	833	825	375	928	433	111	260	119	
189	438	828	136	495	722	442	655	578	452	145	
190	455	256	377	299	518	92	153	572	929	84	
191	765	449	904	21	371	114	128	676	71	954	
192	513	716	933	23	306	959	895	161	175	384	
193	648	776	953	43	8	520	282	169	249	622	
194	788	424	26	5	383	841	532	605	794	955	
195	324	84	101	723	973	349	931	939	542	387	
196	681	784	740	225	996	911	438	749	819	262	
197	655	468	755	870	963	452	893	170	858	548	
198	493	951	827	250	705	348	141	294	903	494	
199	5	805	608	855	819	528	791	207	410	608	
200	895	845	625	233	661	580	583	836	941	223	
201	839	302	974	880	235	95	387	526	569	294	
202	556	737	389	449	717	695	227	95	245	653	
203	371	279	190	426	225	257	822	860	879	531	
204	779	779	336	761	195	495	220	435	580	148	
205	595	208	436	746	502	537	959	71	500	593	
206	692	346	51	937	551	979	116	802	178	571	
207	469	304	845	829	911	559	708	367	46	18	
208	895	271	383	90	303	513	272	819	163	915	
209	695	330	540	850	930	564	476	393	874	563	
210	725	1000	549	323	530	819	89	356	996	187	
211	343	54	90	450	606	809	953	37	101	221	
212	335	881	841	914	887	802	908	484	357	807	
213	505	595	512	344	94	429	114	904	267	431	
214	432	209	650	736	251	183	971	239	100	795	
215	841	983	145	403	972	965	921	692	917	568	
216	686	64	97	64	288	79	638	908	918	422	
217	564	765	959	437	961	607	786	586	6	898	
218	697	982	973	932	323	532	531	395	39	286	
219	63	98	937	465	69	941	916	895	36	763	
220	835	147	649	374	303	688	933	355	542	503	
221	626	700	607	122	85	163	279	314	81	477	
222	197	294	162	62	655	772	817	978	955	134	
223	583	226	573	991	966	228	142	926	62	615	
224	648	282	148	79	44	112	226	947	997	381	
225	181	366	15	151	217	342	289	403	853	764	
226	446	868	913	362	641	314	194	27	7	837	
227	453	199	566	753	888	717	666	701	418	343	
228	196	58	993	62	819	219	858	252	178	774	
229	405	671	735	543	117	195	725	595	218	372	
230	535	166	986	874	90	223	193	977	761	987	
231	890	632	815	306	691	583	614	322	77	323	
232	798	244	124	142	300	220	857	503	192	51	
233	396	373	110	644	328	153	437	10	99	327	
234	806	63	797	28	272	166	110	1	131	472	
235	988	460	259	358	866	553	572	205	505	63	
236	509	372	256	390	356	586	668	755	853	681	
237	101	912	179	894	100	318	866	238	90	966	
238	8	453	942	168	611	925	283	696	678	432	
239	948	190	842	794	412	51	721	777	571	903	
240	32	412	115	508	556	368	222	564	698	626	
241	591	7	595	167	609	842	100	556	119	26	
242	109	77	625	490	323	179	688	917	875	860	
243	119	486	982	742	783	692	271	188	740	9	
244	689	571	516	608	716	996	667	982	143	778	
245	942	947	425	2	869	865	593	991	309	790	
246	19	588	351	275	167	842	294	81	500	478	
247	881	918	279	647	77	889	136	127	501	681	
248	214	863	713	258	594	644	464	932	799	459	
249	962	438	678	776	779	862	745	233	200	587	
250	877	169	86	91	807	249	833	962	470	468	
251	427	408	514	944	484	138	754	235	264	537	
252	418	566	396	122	66	288	154	722	213	158	
253	629	106	811	222	471	231	165	38	314	486	
254	283	131	434	736	204	837	594	32	816	765	
255	450	601	271	517	482	773	948	86	846	102	
256	587	68	863	895	319	339	202	698	944	951	
257	201	921	912	784	583	741	855	871	359	912	
258	823	807	468	588	2	837	514	220	444	197	
259	452	869	429	60	170	839	289	570	934	497	
260	378	875	858	720	510	257	380	614	219	216	
261	473	818	574	718	651	458	70	92	591	542	
262	277	88	499	225	838	810	738	63	637	611	
263	91	954	628	624	51	469	119	615	459	786	
264	38	128	816	559	307	602	864	157	158	754	
265	586	116	465	431	25	943	442	911	917	772	
266	845	171	941	62	142	558	441	683	1	156	
267	97	979	102	721	290	751	781	461	972	440	
268	673	388	231	805	606	680	797	518	629	71	
269	84	822	880	43	273	69	344	631	847	804	
270	78	744	814	280	875	901	423	962	403	266	
271	899	531	975	451	225	534	184	407	716	337	
272	886	702	536	898	680	475	735	636	902	31	
273	838	937	171	595	215	674	205	71	5	620	
274	421	9	199	473	278	584	801	74	478	921	
275	487	822	355	532	903	11	433	49	863	83	
276	700	579	614	373	53	71	320	167	933	33	
277	572	879	434	96	625	335	423	239	399	918	
278	537	61	949	967	442	529	36	608	582	237	
279	644	337	532	758	426	325	118	845	625	167	
280	735	33	758	254	851	743	149	156	339	278	
281	123	72	357	856	534	834	914	964	779	217	
282	206	365	177	77	263	643	302	567	37	827	
283	912	600	110	620	132	662	602	433	472	182	
284	152	868	458	141	588	248	769	912	915	455	
285	913	201	602	283	907	378	402	655	488	983	
286	12	268	159	295	134	361	542	214	714	733	
287	51	295	712	774	42	127	578	805	403	853	
288	879	573	127	769	442	315	144	701	643	603	
289	870	372	447	259	569	114	519	990	54	726	
290	194	419	751	557	827	751	74	817	956	135	
291	12	963	104	484	851	691	525	73	759	174	
292	769	843	937	261	801	118	377	666	970	936	
293	572	501	138	645	61	605	861	924	19	694	
294	712	134	419	119	961	594	441	938	704	302	
295	863	504	473	231	913	453	342	837	839	28	
296	40	507	151	408	878	646	670	911	234	232	
297	791	431	267	179	457	103	239	935	933	714	
298	458	910	142	540	24	338	436	720	134	67	
299	262	21	470	658	204	668	301	134	654	858	
300	867	292	915	706	799	344	214	857	812	304	
301	692	34	247	526	500	676	670	696	883	905	
302	559	614	494	680	240	479	713	881	421	655	
303	993	960	665	661	59	961	41	59	370	374	
304	828	386	652	154	683	696	927	407	1	394	
305	108	64	406	143	998	580	226	605	982	863	
306	527	701	479	18	926	155	411	726	336	995	
307	795	552	126	164	312	830	196	391	37	514	
308	560	781	530	151	85	484	356	859	284	766	
309	284	303	308	496	449	124	942	890	76	897	
310	578	958	544	965	448	375	947	71	594	71	
311	882	600	553	657	561	621	510	75	951	315	
312	899	286	118	144	476	342	776	354	777	130	
313	311	290	828	158	213	189	645	175	586	252	
314	219	525	815	143	475	444	647	106	21	304	
315	706	189	233	433	165	212	810	158	95	654	
316	758	774	560	209	316	834	40	71	395	618	
317	680	160	967	110	947	204	763	862	274	947	
318	73	59	173	644	724	269	51	874	555	141	
319	196	664	400	665	405	581	775	577	14	374	
320	175	857	124	508	829	750	797	184	438	624	
321	910	429	107	851	264	895	947	239	375	517	
322	213	549	160	48	622	653	252	378	640	585	
323	975	91	117	785	443	842	661	970	56	445	
324	737	72	907	817	19	465	621	537	682	769	
325	882	464	202	445	760	787	448	35	878	495	
326	536	36	398	838	524	944	917	581	93	536	
327	219	631	316	885	568	955	199	278	606	247	
328	939	634	355	208	782	864	182	519	975	705	
329	549	588	442	513	258	543	784	505	41	929	
330	253	241	914	384	109	307	516	985	59	693	
331	374	256	830	487	366	151	752	69	249	605	
332	536	662	774	321	505	848	588	954	960	763	
333	724	180	482	112	101	643	710	64	249	945	
334	977	398	189	574	541	545	876	642	712	398	
335	838	956	933	855	902	104	428	109	963	549	
336	186	656	507	731	708	797	513	398	695	381	
337	848	846	204	96	197	156	878	502	511	630	
338	419	620	570	709	657	319	766	845	184	867	
339	36	743	914	746	16	451	551	643	279	254	
340	202	224	17	364	876	877	927	988	134	620	
341	946	699	468	60	262	141	417	537	107	122	
342	285	291	60	92	802	279	210	471	918	734	
343	765	809	100	250	828	808	734	594	90	708	
344	215	821	905	34	262	723	349	7	984	113	
345	707	366	61	634	791	782	551	355	219	947	
346	298	161	374	938	82	669	256	425	492	194	
347	291	788	668	307	531	888	836	713	115	167	
348	535	792	445	163	617	565	774	494	330	789	
349	872	196	810	765	208	781	784	957	189	317	
350	155	960	176	404	853	237	167	47	698	152	
351	372	391	617	22	293	354	968	586	693	610	
352	53	85	987	245	654	940	803	937	675	349	
353	1000	594	600	724	495	426	816	364	771	524	
354	802	589	199	413	722	593	260	133	949	996	
355	710	871	370	767	229	378	911	709	441	175	
356	474	122	506	161	369	348	261	391	897	30	
357	813	482	335	843	267	681	353	643	694	755	
358	754	802	731	718	721	966	465	60	756	148	
359	887	774	210	747	964	151	259	553	939	129	
360	907	869	933	843	328	577	74	501	657	578	
361	313	241	427	450	268	526	964	190	540	548	
362	537	890	900	392	477	302	946	116	674	708	
363	57	914	974	989	699	327	9	357	765	764	
364	922	509	531	14	92	627	147	199	259	615	
365	505	793	578	668	822	514	889	241	856	534	
366	885	354	262	118	927	131	907	597	20	563	
367	905	248	279	25	644	997	104	744	403	576	
368	364	685	495	763	678	752	761	396	144	492	
369	286	187	842	757	537	342	448	946	741	131	
370	93	283	875	185	855	730	595	629	952	610	
371	926	485	890	245	844	749	841	367	422	308	
372	175	259	486	459	678	632	2	621	552	343	
373	262	151	833	504	248	831	516	608	631	611	
374	837	204	442	83	225	578	475	370	330	381	
375	94	617	768	270	11	821	397	159	6	633	
376	481	241	629	420	787	310	546	131	516	19	
377	330	94	884	58	320	124	922	666	758	266	
378	951	37	900	710	186	518	543	482	903	427	
379	858	237	205	934	301	123	649	466	905	179	
380	708	606	364	278	880	978	681	745	75	117	
381	147	909	267	569	702	123	403	186	458	977	
382	39	95	77	424	293	805	60	584	244	115	
383	236	331	394	147	903	343	321	874	220	429	
384	166	833	727	220	716	671	88	153	875	421	
385	869	525	70	368	560	732	711	614	30	241	
386	77	539	757	119	830	102	127	271	881	4	
387	110	855	943	799	392	401	921	550	84	991	
388	417	340	188	831	107	41	483	690	899	334	
389	976	449	922	439	165	191	136	197	810	16	
390	39	630	361	17	293	430	450	651	938	830	
391	958	355	589	324	576	665	891	245	768	417	
392	287	811	939	949	399	832	998	169	329	569	
393	491	345	571	472	127	68	395	279	803	311	
394	663	463	207	208	310	178	750	297	392	135	
395	880	33	455	666	425	253	205	414	437	684	
396	951	390	998	79	171	849	472	987	770	886	
397	50	214	29	462	210	244	713	19	562	418	
398	375	969	409	584	772	474	684	522	541	305	
399	161	529	177	124	712	803	220	10	794	366	
400	627	77	866	912	253	644	326	760	743	585	
401	450	26	228	838	919	416	37	637	683	655	
402	387	717	974	570	375	127	672	519	159	204	
403	823	429	127	200	793	237	125	507	18	602	
404	56	944	40	193	999	488	595	435	863	370	
405	643	776	15	938	658	398	700	317	336	681	
406	305	282	166	218	869	523	353	155	228	996	
407	656	107	328	812	775	86	434	877	963	36	
408	347	984	820	963	873	441	562	163	749	144	
409	680	135	995	506	324	982	194	493	326	155	
410	940	16	609	201	385	717	596	246	813	893	
411	959	332	148	211	444	264	422	400	651	612	
412	40	820	895	439	978	404	661	411	798	983	
413	564	568	437	590	695	48	606	572	420	989	
414	196	447	993	687	940	990	731	311	712	504	
415	748	186	466	878	35	961	11	440	503	983	
416	583	964	268	633	676	654	380	358	905	887	
417	441	284	184	347	303	936	94	676	445	853	
418	696	884	986	960	51	468	350	83	823	971	
419	342	626	847	778	406	986	887	226	494	861	
420	829	711	151	618	796	391	106	209	111	493	
421	285	580	822	437	828	752	276	834	514	776	
422	126	747	340	57	870	816	154	311	685	939	
423	122	409	759	697	689	571	596	514	886	330	
424	597	329	484	544	694	870	366	960	183	987	
425	424	980	882	522	46	844	712	522	332	116	
426	853	380	314	610	469	209	422	418	895	697	
427	655	248	90	747	95	18	67	449	81	813	
428	994	235	604	421	354	529	591	630	583	935	
429	38	605	936	307	148	801	783	975	473	655	
430	166	47	254	14	392	518	716	116	219	888	
431	285	697	887	538	644	515	735	295	388	135	
432	766	224	766	646	453	713	732	109	725	429	
433	414	908	854	866	382	834	192	561	398	127	
434	77	573	444	191	633	208	787	757	101	866	
435	345	944	793	752	633	170	454	874	691	91	
436	77	849	490	989	541	475	727	541	860	508	
437	494	50	898	215	32	485	291	829	823	734	
438	260	781	896	832	316	570	234	336	72	467	
439	599	283	851	495	422	728	258	924	189	906	
440	521	887	662	860	777	224	201	248	930	64	
441	348	402	438	420	337	63	739	422	54	655	
442	231	570	791	611	242	422	618	464	692	720	
443	531	474	762	984	313	96	60	90	524	337	
444	619	518	11	376	583	606	349	701	747	469	
445	497	301	916	804	303	208	367	930	211	664	
446	1000	166	841	646	478	307	158	23	904	492	
447	754	505	753	593	706	643	588	875	609	790	
448	23	652	985	945	211	449	56	966	992	572	
449	578	466	970	276	248	450	383	883	568	115	
450	133	215	346	79	217	980	635	305	801	171	
451	115	913	299	925	528	279	123	607	86	247	
452	853	563	252	379	655	856	473	335	185	836	
453	172	863	312	556	57	680	973	615	207	997	
454	549	883	345	776	827	91	231	336	774	589	
455	96	126	705	975	876	19	290	261	16	378	
456	141	635	842	49	688	686	348	397	754	882	
457	268	983	217	849	670	914	789	859	853	488	
458	502	59	313	738	705	692	981	529	769	353	
459	860	158	25	355	739	600	450	908	947	806	
460	282	800	490	992	289	236	153	405	828	438	
461	90	546	123	121	942	331	920	545	295	396	
462	597	503	939	582	991	523	782	64	114	239	
463	724	287	409	896	691	424	632	378	288	233	
464	106	64	229	373	700	241	478	196	499	594	
465	855	582	622	709	564	514	502	929	133	881	
466	293	561	775	938	245	654	855	752	387	698	
467	109	24	453	543	312	97	458	194	616	342	
468	380	607	860	805	731	246	245	445	456	291	
469	110	325	53	645	856	40	460	339	108	726	
470	577	163	375	997	360	221	355	250	803	771	
471	445	199	86	72	414	568	194	737	769	51	
472	841	378	853	691	189	349	97	159	621	18	
473	564	810	400	243	28	706	153	801	703	509	
474	899	495	972	437	73	81	988	79	398	174	
475	406	793	723	665	577	741	99	452	179	294	
476	75	778	491	750	835	274	640	366	207	651	
477	323	481	550	85	628	2	402	53	665	828	
478	772	410	71	403	21	268	476	771	918	165	
479	822	61	326	144	645	798	871	167	548	468	
480	62	180	663	750	393	11	851	327	193	275	
481	7	19	175	183	164	481	557	36	768	182	
482	66	121	649	389	476	152	318	465	633	666	
483	526	723	222	446	599	873	834	879	131	435	
484	450	398	271	862	247	577	667	854	44	615	
485	725	854	798	446	158	966	738	235	329	771	
486	17	318	684	119	767	673	640	129	176	481	
487	35	802	939	7	272	41	285	576	302	176	
488	336	563	529	115	207	940	973	795	901	944	
489	769	449	667	281	457	170	555	674	331	628	
490	682	736	662	584	588	790	231	905	312	952	
491	103	306	937	475	902	253	423	187	726	431	
492	1000	250	813	371	415	33	393	850	367	736	
493	403	206	226	350	78	993	121	63	382	508	
494	431	95	449	830	218	20	49	806	343	197	
495	838	347	403	397	117	945	304	535	549	404	
496	284	185	426	614	453	594	245	182	746	248	
497	912	294	244	522	406	85	932	292	656	637	
498	798	215	289	924	679	128	372	184	588	40	
499	416	55	778	545	75	764	572	931	109	879	
500	421	427	264	532	780	7	315	465	107	743	
501	394	41	514	13	206	691	610	385	972	141	
502	684	691	302	842	631	73	519	155	762	599	
503	968	585	76	518	786	984	559	541	142	818	
504	103	285	189	928	403	673	998	81	413	362	
505	757	764	403	951	956	378	515	716	10	651	
506	634	687	528	216	678	488	209	743	30	670	
507	396	415	119	925	880	568	442	556	94	91	
508	616	414	417	615	930	809	966	440	925	884	
509	943	797	144	153	996	463	558	262	759	440	
510	989	66	641	109	16	161	226	699	676	190	
511	132	525	362	533	164	97	7	521	857	124	
512	445	651	901	960	358	156	604	351	341	89	
513	790	865	399	669	201	191	682	828	490	886	
514	148	587	495	719	836	397	365	676	106	481	
515	555	258	380	946	744	880	835	495	37	638	
516	544	210	715	476	530	595	208	858	747	494	
517	20	277	99	348	811	791	851	78	719	597	
518	448	104	755	264	670	667	812	738	287	562	
519	99	2	522	81	155	157	865	132	350	616	
520	999	296	593	655	581	992	403	825	7	525	
521	931	259	89	743	151	762	559	904	170	760	
522	539	217	677	394	927	513	380	190	555	233	
523	537	616	410	230	662	959	309	208	590	352	
524	791	941	15	554	173	500	662	878	146	427	
525	954	465	694	201	462	299	774	691	181	305	
526	346	336	768	891	810	244	693	304	471	547	
527	367	599	220	633	311	93	198	960	199	413	
528	780	663	494	948	682	544	320	71	920	421	
529	206	366	874	206	188	212	769	374	76	466	
530	225	54	642	775	446	898	640	659	768	204	
531	799	792	766	315	653	33	307	770	254	63	
532	693	604	442	483	177	222	296	769	15	208	
533	630	175	912	893	867	378	379	654	920	178	
534	169	987	186	68	82	420	385	631	216	909	
535	571	68	62	408	167	801	997	784	784	929	
536	480	162	529	167	18	181	916	37	292	774	
537	650	64	307	365	629	701	434	27	745	522	
538	672	352	426	853	172	234	878	480	1000	993	
539	853	308	435	375	841	218	28	717	492	213	
540	965	816	791	379	375	532	489	442	848	172	
541	78	3	545	120	707	474	863	647	750	680	
542	339	566	666	960	232	731	82	589	345	771	
543	781	34	666	136	375	990	830	336	112	996	
544	542	610	370	137	567	572	959	321	748	743	
545	251	852	554	66	505	436	515	273	368	442	
546	648	176	293	746	865	970	934	67	928	368	
547	628	449	488	497	956	167	98	763	326	455	
548	306	127	42	750	682	229	966	207	193	744	
549	227	66	439	850	650	635	385	187	804	7	
550	517	970	755	549	719	32	137	545	673	749	
551	426	562	734	834	797	404	797	319	314	321	
552	814	932	649	422	359	189	582	724	954	720	
553	475	178	317	489	485	655	417	119	690	445	
554	671	761	325	736	954	864	415	997	604	492	
555	426	80	933	541	122	234	486	88	675	518	
556	725	787	56	572	278	432	56	449	11	868	
557	697	893	678	84	730	848	795	583	372	374	
558	647	224	277	953	342	534	700	550	564	667	
559	875	482	626	812	500	553	173	606	530	210	
560	207	744	552	701	804	254	757	415	697	279	
561	586	14	885	108	321	9	174	436	926	844	
562	480	985	983	293	957	267	484	84	462	874	
563	105	120	905	147	228	252	605	962	86	426	
564	190	644	747	285	76	455	274	819	944	947	
565	454	143	845	758	237	847	299	545	724	794	
566	909	184	551	645	209	620	68	19	195	525	
567	146	875	991	160	481	395	176	666	96	794	
568	591	27	76	125	675	77	262	189	966	59	
569	939	694	700	935	394	691	93	909	965	3	
570	493	550	287	486	638	281	535	898	641	21	
571	951	870	864	683	696	483	857	334	39	567	
572	446	468	967	573	648	222	110	769	620	124	
573	522	515	265	173	342	936	277	357	206	77	
574	106	169	129	114	810	716	489	590	149	65	
575	660	45	64	179	259	899	773	654	679	470	
576	58	557	764	620	681	540	338	551	980	406	
577	755	361	267	212	283	992	205	455	200	516	
578	847	722	349	422	652	667	576	266	658	885	
579	242	984	222	158	918	851	494	576	254	218	
580	642	482	722	428	772	477	329	946	450	255	
581	802	969	465	197	744	311	385	479	896	998	
582	303	298	84	601	201	261	655	51	306	149	
583	2	21	278	653	27	349	111	995	949	30	
584	949	17	298	200	5	699	151	945	541	586	
585	77	565	196	492	707	753	138	935	788	414	
586	205	465	347	621	789	17	668	490	939	290	
587	161	433	962	90	771	559	53	973	985	880	
588	569	51	953	937	540	407	560	294	701	8	
589	224	979	837	950	12	922	823	664	762	765	
590	261	226	762	496	21	384	763	384	242	752	
591	929	711	829	735	912	429	541	484	51	309	
592	484	528	551	489	971	706	250	175	960	703	
593	597	365	653	65	719	534	464	903	247	449	
594	580	891	14	794	178	223	408	29	779	198	
595	974	261	714	201	171	151	696	293	374	496	
596	505	148	181	834	442	203	593	986	734	596	
597	2	191	205	408	687	617	571	219	149	840	
598	687	18	309	735	197	327	33	936	487	746	
599	469	312	648	511	258	244	66	960	131	105	
600	554	337	544	321	843	794	445	863	788	799	
601	648	322	912	280	932	833	902	646	479	592	
602	940	313	493	40	819	675	297	295	646	48	
603	841	250	271	854	644	453	916	173	324	563	
604	966	653	641	603	814	830	803	73	899	100	
605	51	128	163	4	995	774	647	645	760	571	
606	944	810	79	256	863	540	472	693	327	196	
607	602	867	509	8	151	631	224	26	638	954	
608	948	302	169	17	14	546	892	431	310	709	
